[77.46] 各位朋友大家好
[8119.18] 不金有害是过半不了钢兵的这边一刀双点
[8123.72] 耿鬼结束
[8127.58] 怎么都不好打这个右尾玄鱼啊
[8130.65] 但是他这边居然不是啊
[8134.29] 不是围巾的啊
[8137.61] 那就是腰带的嘛
[8139.69] 啊刚才耿鬼是可以唱歌的
[8141.57] 如果你不是围巾的话
[8142.77] 耿鬼可以唱歌
[8143.91] 当然耿鬼唱完以后他就死了
[8146.24] 死了的话
[8147.08] 让牛蛙来那个啥牛蛙来拖这个嗯
[8150.61] 牛蛙来拖是吧
[8152.71] 牛蛙现在牛蛙现在是倒下
[8155.53] 也是钢兵最后个倒下呀
[8157.39] 我这里打死钢兵才行
[8158.99] 那钢兵他会点突袭啊
[8160.25] 我再来一次
[8163.76] 钢兵突袭啊
[8164.8] 怕我先手打死他啊
[8167.44] 因为悬疑的话只能水裂破
[8168.68] 因为刚才被定了
[8173.08] 不过这也没办法
[8174.16] 因为最后钢兵总是钢兵倒下
[8179.06] 是吧
[8180.68] 最后一定是钢兵倒下
[8182.28] 我也没办法
[8182.8] 他只要一辈子点突袭
[8183.84] 你怎么办
[8184.32] 你没得办了
[8185.06] 而且雨还停了
[8186.1] 灭哥还有一回合
[8187.08] 不过是钢兵最后一个倒下
[8188.67] 所以我活着也没什么意义
[8191.03] 刚才那里耿鬼也只能拼一下啊
[8193.29] 拼一下就拼
[8194.51] 他不是违禁的
[8195.63] 这样的话最后保留蛙就可以了
[8198.01] 这样还可以保得住牛蛙嘞
[8200.719] 其实也保不住
[8201.599] 因为他就扫墓了呀
[8202.739] 我耿鬼唱灭歌唱完被打死
[8204.439] 然后他就扫墓了
[8205.539] 是不是啊
[8208.18] 后面这两只这种基本上是很难打的
[8213.54] 啊最后钢兵倒下吧
[8216.8] 钢兵速度是70啊
[8218.38] 啊刘蛙是90多
[8219.64] 这没办法
[8226.78] 场上无人生还
[8231.92] 打这前队就是输输赢赢
[8234.28] 有输有赢嗯
[8236.489] 看对面是选哪些
[8237.829] 然后怎么打
[8240.52] 有时候呢能赢
[8241.72] 有时候呢又输
[8243.04] 但是选的话一直这么选
[8245.9] 对面是个马的狠辣椒
[8247.88] 那这个队的话看上去好像比较好打呀
[8252.88] 你这个队直接数数上
[8255.96] 然后后面呃
[8260.41] 上牛蛙还是查呀
[8264.94] 另外可以改查天气
[8268.86] 那还是查吧
[8270.1] 只要打歪喷才上那个牛蛙啊
[8273.08] 这他天气的九尾的话
[8274.82] 啥也不是
[8275.94] 狠辣椒
[8276.66] 他应该不会上狠辣椒啊
[8277.82] 因为狠辣椒没有任何作用啊
[8280.06] 我们直接唱灭歌
[8280.94] 拖死他就行了
[8282.22] 狠辣椒是没有什么输出的
[8284.93] 他主要是偏辅助的
[8286.79] 只要是没有输出的呀
[8288.25] 我们随便唱
[8290.7] 看对面守不守发钢兵啊
[8293.9] 他这个队速度不快啊
[8295.26] 我们直接可以定他
[8297.72] OK好像似曾相识啊
[8299.88] 那这个组合怎么打
[8301.3] 这个组合先保护一下
[8302.6] 然后就锁钢兵了
[8303.7] 就这么打
[8306.15] 保护
[8313.32] 他这应该不会钓鱼啊
[8316.52] 下回合锁钢兵就这样
[8323.9] 他这个肯定不上啊
[8326.34] 不上那个后排右尾玄鱼嘛
[8329.12] 适合九尾嘛
[8330.18] 肯定没有狠辣椒嘛
[8331.34] 狠辣椒没什么用
[8339.599] 你这个组合的话
[8340.719] 我们这个这个斗龙也可以
[8343.639] 不过他有九尾啊
[8344.679] 就不选斗龙了
[8360.7] 好先怂一下
[8361.76] 然后等会去锁他的钢钉
[8366.439] 还有近战吗
[8369.239] 先击掌
[8371.92] 哦你给我耍小聪明
[8374.72] 你着了呀啊直接近战加保护
[8378.419] 他的意思是什么
[8379.379] 他的意思是诶
[8380.159] 你等会肯定要定我技能
[8381.499] 所以我先保护一下
[8382.639] 你很聪明
[8383.79] 但是你是不是忽略了一些事情
[8388.05] 你保护要一辈子保护了呀
[8390.15] 这里直接唱歌加再来一次钢兵了
[8391.97] 我都不需要去定你了
[8392.89] 是不是哎这是自掘坟墓啊
[8395.48] 他说我我就你定不了我技能
[8397.34] 但是你忘记了数数
[8398.6] 有再来一次吗
[8399.92] 你大牛郎是锤不死鼠鼠的呀
[8401.8] 我们是抗斗果的呀
[8406.92] 他为了不被定技能啊
[8408.44] 这些对手都很聪明啊
[8409.92] 就是他他这个不想被你定技能
[8412.3] 他就会先切个技能打
[8413.7] 然后等会再打出刀干
[8415.14] 你就这个意思
[8416.34] 突袭晚了
[8417.46] 那你就一辈子点突袭吧
[8423.22] 他说我不想一辈子保护
[8424.74] 那你一辈子突袭
[8425.5] 而且突袭的话
[8426.3] 接下来你三回合在灭格之前
[8428.34] 你都要一辈子突袭啊
[8429.67] 这很蠢
[8430.41] 至少说我再来一次保护你
[8431.87] 保护一下
[8432.49] 这样的话已经拖过一回合嘛
[8434.03] 现在就是他一回合再来一次都没有
[8435.79] 你知道吧
[8436.51] 他现在科密爪哇伤害这么高吗
[8439.71] 这科明爪伤害挺高啊
[8440.83] 你别说
[8447.8] 然后这个哎大牛那没我们快啊
[8450.46] 我们刚先再来一次他的嘛
[8452.08] 那就把他锁了
[8453.619] 你大牛拉是一个耐久型
[8455.539] 大牛拉
[8455.899] 没我们快
[8456.339] 那就着了
[8458.77] 好突袭就不用管他啊
[8460.39] 那这里他凿了
[8461.41] 他凿了
[8462.819] 那定有的大扭拉加很多耐久
[8465.339] 或者他比地龙快一点
[8466.479] 我们是比地龙快两点啊
[8467.959] 所以你比地龙快一点
[8469.019] 你可着了
[8470.47] 居然没我们快
[8471.35] 那就找死啊
[8474.11] 大牛拉就要挣扎了
[8475.79] 大牛拉无法使出技能
[8477.91] 那米哥还有两回合就随便打嘞
[8487.16] 米哥还有两回合
[8488.5] 这回合不保护
[8489.68] 下回合保护钢兵的话啊
[8492.81] 对面点了啊
[8493.33] 他直接全部打错了
[8494.29] 他说早早早早早这两只我们基本上不掉血
[8497.37] 就把他拖死了啊
[8498.45] 对面就白送一把
[8500.43] 对面日本冠军呐
[8502.09] 体怒开挖
[8503.39] 玩的是一个晴天加雪妖女啊
[8507.15] 又是有钢兵和右尾玄鱼这样的
[8509.37] 那我们还是这几只啊
[8511.95] 鼠鼠
[8512.35] 然后咆哮虎
[8513.11] 最后的话牛蛙还是查
[8519.29] 他这个带了个雪妖女
[8520.97] 我倒希望我能直接把小你个宰了
[8524.21] 不过对面应该还是上歪喷呢
[8526.27] 歪喷地龙又为悬于钢兵啊
[8529.8] 这么几只这样的再给查一个机会吧
[8533.92] 我管查能不能去打他还是牛蛙
[8540.48] 老四样就牛蛙呀
[8543.08] 还是查再给查一个机会
[8546.31] 查的话
[8546.87] 我还是想去挡地龙的地震
[8550.46] 然后喷火龙给他定了就好了
[8552.06] 只要能定了
[8552.62] 喷火龙一切都会好起来的
[8555.5] 再给查一个机会
[8559.5] 地龙钢兵
[8560.38] 地龙喷
[8560.9] 火龙喷火龙钢兵通常是这三种组合
[8563.52] 也有旋放后排准备收割嗯
[8566.57] 如果他上封妖精的话
[8567.69] 那就是少带一只佛要金喷火龙
[8571.14] 又有悬疑钢笔
[8572] 这样也可以
[8576.32] 有下面五选四嘛
[8586.82] 对面这个名字是日本冠军啊
[8588.6] 提诺嘎巴呃
[8590.26] 快2600分了
[8591.38] 分数非常高
[8594.58] 啊喷火龙钢兵
[8596.2] 那这个只能保护一下呀
[8598.54] 嗯这个喷火龙又是日常的熟悉的首发喷火龙
[8602.06] 一个象球熟不死
[8603.06] 然后葡萄就死
[8604.12] 所以我们人都保护下
[8605.38] 下回就定他定的话就定这个喷火龙就行了
[8608.37] 钢兵一个扑刀是杀不掉耿鬼的
[8610.31] 然后我们再去盯钢兵
[8611.73] 大概是这样
[8627.28] 看对面怎么说啊
[8629.869] 钢兵走又钓鱼啊
[8632.269] 上次是风妖精
[8634.149] 完了这一下的话
[8636.61] 我要付出很大代价了呀
[8638.49] 下回合你只能看我妈才能唱灭歌了呀
[8641.39] 哎呀又来钓鱼
[8644.56] 这种最烦的就是他这边两个威胁很大的
[8647.4] 在逼你保护啊
[8648.52] 你保护以后他就直接切人来钓鱼啊
[8650.92] 喷火龙还不马嘎
[8651.72] 他稳得起啊
[8652.79] 你说你这直接唱别歌
[8653.99] 他不炸了吗
[8654.67] 对呀
[8655.29] 但是他就是这么稳得起啊
[8657.95] 又点热风
[8658.55] 这似曾相识啊
[8659.47] 这种钓鱼的都是这样的啊
[8661.49] 切一个包括地龙和钢兵也是一样的啊
[8664.35] 这些组合因为先对你有很大的威胁
[8666.79] 然后再来钓你鱼
[8668.11] 那这里就没办法了
[8670.96] 只能靠我妈灭哥了
[8672.36] 那鼠鼠就要阵亡了
[8673.6] 他要热风的话
[8674.52] 伤害爆炸
[8675.16] 气象球的话
[8675.68] 鼠鼠就死了
[8678.68] 来看我妈呀
[8679.52] 不然他再来一次啊
[8680.32] 这没得选的
[8689.94] 我要进顺丰
[8695.42] 因为刚才我们两个都保护过了
[8697.3] 那这里必死
[8699.7] 哎呀还是得留挖呀
[8701.1] 还是得留哇
[8706] 还有这种钓鱼的情况
[8708.82] 有些人是直接打
[8710.06] 有些人的话
[8710.78] 他是后面放一个喜欢吊你的
[8716.14] 好再来一次
[8716.98] 这倒无所谓啊
[8718.02] 然后他热风或者气球啊
[8719.94] 气球的话
[8720.74] 这个鼠鼠必死
[8723.09] 好
[8723.45] 先唱歌
[8730.78] 这边点的气象球吧
[8732.06] 气象球单点必死
[8734.52] 他先削人头嘛
[8736] 那时候就阵亡了
[8745.76] 然后接下来上咆哮虎啊
[8748.8] 我没带牛蛙呀
[8751.219] 这里我挡地龙
[8752.579] 地震他又不上地龙
[8756.98] 还是要上牛蛙呀
[8758.22] 打晴天
[8758.82] 还是这牛蛙
[8764.18] 我这里没啥办法嘞
[8770.46] 捏个散火
[8771.22] 我们保护保护
[8772.16] 下回合抛
[8773.08] 那这个茶就死了
[8776.14] 保护
[8791.26] 排除一下吧
[8793.88] 对月亮之力还打一下
[8796.56] 哎呀都没啥区别
[8803.02] 明晚两回合
[8804.04] 我最后的是茶呀
[8814.02] 希望他觉得我最后一只是这个牛蛙啊
[8816.42] 他将球打这个咆哮虎啊
[8820.119] 觉得你最后就是牛蛙
[8821.239] 那我借你雨天降牛打咆哮虎
[8823.219] 哎
[8823.439] 这样说也对啊
[8824.679] 你如果打热风就没有了
[8826.559] 结束了
[8827.71] 你还得是牛蛙来
[8831.35] 奶一口
[8834.42] 月亮之力打这边
[8839.06] 伤害挺高啊
[8840.34] 妖精之羽的吗
[8841.6] 像球哦
[8843.15] 点的还是气球啊
[8844.35] 确实需要牛蛙
[8845.53] 那这边就死了
[8846.95] 那我抛不走嘞
[8848.56] 不过来杯粗茶位置切
[8850.08] 让耿鬼依然才赢呢
[8851.52] 不过我们应该打不过他最后两只了
[8853.86] 防御包换狠话失败
[8855.96] 那没关系啊
[8856.84] 左边换上继续踩嘛
[8858.12] 不过他最后就会开个顺风
[8859.76] 这个风妖精开个顺风以后
[8861.64] 我们后面就没出手权了
[8864.84] 所以有顺风的这个最麻烦就有顺风这种
[8868.24] 好久没有带闪现冲锋啊
[8870] 没办法去杀了
[8870.84] 方向行
[8871.24] 不然的话先把你说先把风向给宰了
[8875.01] 看他最后两只谁吧啊
[8876.65] 看他下最后两只谁是钢兵和哪个吗
[8879.29] 难道是鱼吗
[8882.33] 这肯努卡瓦他是非常懂的
[8886.01] 一开始就来钓鱼
[8888.41] 做幽尾玄鱼和钢兵的话额
[8892.65] 然后加上他有顺风
[8896.14] 你基本上是没有办法了
[8897.98] 是不是没办法
[8899.12] 我看是不是又尾旋翼和钢兵
[8901.36] 风妖精喷火龙
[8902.66] 右尾玄玉钢兵
[8903.42] 你说怎么打怎么打
[8904.34] 这几只
[8912.14] 这几只输出也是个个都是高手
[8914.44] 然后程咬金又有顺风好
[8917.56] 反正就顺风啊
[8918.28] 他他临死前最后合肯定开顺风嘛
[8922.82] 然后这边气象球点咆哮虎的位置还
[8931.52] 看下最后一只是谁啊
[8937.3] 输肯定是一开始就输了
[8940.02] 哎打这晴天赢一场
[8941.52] 输一场
[8942.02] 赢一场输一场
[8943.08] 而且老是排晴天
[8946.44] 排个其他的队的话
[8948.06] 那么我们赢的可能性都大一些
[8950.32] 钢兵和谁啊
[8951.72] 果然是钢兵和雨啊
[8953.25] 钢钉和鱼这两只非常凶猛
[8955.41] 而且这个可能是个汽车皮带的鱼吧
[8966.18] 哎你说有闪冲锋还能推死钢鞭呢
[8968.3] 这擎天下
[8978.2] 他这边有顺风啊
[8979.32] 扫个墓我就死阿扫墓直接死
[8986.17] 刚才保护过了呀
[8987.33] 也没办法呀
[8990.94] 看时间偷刺打多少吧
[8992.42] 踢倒踢倒伤害还可以
[9000.34] 刚好就一半
[9013.84] 对面是耿鬼灭歌队
[9015.4] 灭哥的话
[9016] 我们一般直接上斗龙啊
[9017.58] 但他的队伍没有斗龙
[9019.26] 斗龙就是不好打
[9020.72] 九尾啊啊爆炸九尾
[9023.77] 那我们这样这几只啊
[9029.54] 后面刘蛙去切他九尾天气嘛
[9031.85] 而且他的九尾应该没带月亮之力啊
[9034.21] 这种经常就再来一次定身法
[9035.93] 暴风雪啥的啊
[9037.03] 斗龙打内战是不错的
[9039.61] 而且他跑九耿鬼啊
[9041.09] 刚灭那些全都打不过我们
[9045.32] 这边上不上查呀
[9047.94] 内战一般不选这个谁啊
[9049.78] 内战一般不选耿鬼
[9053.64] 就这样上吧
[9054.56] 就这样上啊
[9060.24] 因为他这个你说是内战也不太内战
[9071.02] 对面上耿鬼和钢兵哎
[9073.94] 那这个组合好啊
[9075.34] 威慑一下
[9076.64] 拍入钢兵直接火舞练豹啊
[9081.72] 送你不服又咋了
[9085.28] 耿鬼按球的话对我们没什么伤害
[9087.72] 然后他灭歌也唱不了
[9092.58] 直接强化
[9094.7] 然后击掌拍住这个钢兵
[9106.54] 暗球的话打不了多少血
[9108.7] 还得带个查呀
[9112.23] 我和他才影
[9113.15] 无所谓啊
[9113.71] 无所谓
[9119.66] 啊机长拍钢兵
[9120.86] 钢兵你还牛
[9121.54] 哇
[9121.62] 这不怂的啊
[9124.61] 仅要害拍了6%的血无所谓啊
[9126.85] 这个都啊有问炸弹
[9129.869] 我去伤害这么高吗
[9131.689] 哎原来技术要害还带中毒
[9135.05] 完了这个能不能抱起来
[9137.61] 能爆起来的呀
[9138.45] 耿鬼我认为他的力度是没有的啊
[9140.23] 完蛋完蛋
[9141.69] 那死了
[9142.43] 斗龙白给啊
[9144.85] 击中要害加中毒
[9146.03] 不击中要害的话
[9146.87] 大概就打一半多点
[9148.03] 我们绝对有1/3血就魂舞烈音爆啊
[9149.99] 然后把这个血提起来啊
[9151.65] 现在不炸了吗
[9155.6] 完嘞
[9160.86] 你丫给我一个血线吧
[9166.42] 好耿鬼收了斗龙
[9168.22] 他不收斗龙
[9169.3] 我斗龙哎
[9170.98] 这钢笔也可以突袭嘛
[9172.5] 他就收了斗龙
[9173.78] 因为我也打不死耿鬼啊
[9176.29] 我时间突刺一下伤害
[9178.77] 哎呦
[9179.13] 他的耿鬼耐久确实差
[9180.21] 都打这么多
[9182.29] 这边LOK个踢倒没问题
[9185.77] 这亏麻了
[9187.24] 他这种就是也是灭哥啊
[9190] 但是他带了呃
[9191.48] 乌加弹的
[9192.76] 我的我们带的都定身法嘛
[9198.48] 这里已经崩盘了
[9201.36] 我去点死耿鬼
[9202.48] 但是耿鬼可能怂一下
[9205.44] 然后点钢兵的话也不过半
[9207.97] 我总不可能抛钢兵吧
[9209.93] 刚才看到我们是比钢兵快的啊
[9212.46] 这钢兵的话速度还是比较慢
[9214.38] 因为抛弃五零速是72
[9216.14] 他这边可能没加
[9217.18] 速度是70
[9218.38] 他就比你慢
[9221.56] 这里怎么都赢不了了
[9229.4] 是怎么都赢不了了
[9233.16] 直接打耿鬼吧
[9233.96] 他要是保护的话
[9234.84] 我们就投了
[9241.26] 好友只能抛耿鬼的位置
[9243.82] 他根本保护就投了
[9245.02] 哎
[9245.26] 钢兵走
[9246.06] 钢兵走什么呀
[9248.57] 换上咆哮虎
[9253.8] 这边打的是牛蛙的位置
[9256.04] 有没有中毒
[9257.72] 好没中毒啊
[9258.58] 他的耿鬼居然不怂啊
[9261.2] 大意了吧
[9262.87] 你杀了我的这个谁啊
[9264.87] 杀了我的这个好久
[9267.27] 我就不就剩两只了吗
[9269.75] 诶他居然刚兵走啊
[9272.25] 那我没办法
[9273.05] 如果刚才耿鬼怂一下
[9274.17] 我都没有办法了
[9275.09] 本来我也换不了人
[9276.27] 那这样的话我们也上耿鬼
[9280.24] 有机会啊
[9281.18] 我们这再来一次临身法
[9282.4] 注意一下哦
[9284.83] 是吧
[9285.31] 他的耿鬼已经阵亡了
[9286.55] 他的咆哮钢兵耿鬼
[9288.61] OK啊
[9289.45] 没关系
[9289.89] 先把这两个踩住啊踩住
[9291.29] 然后我们通过再来次定身法把他给锁住好
[9296.06] 踩住再说啊
[9296.74] 踩住再说
[9297.62] 你今天凿了哟
[9301.36] 你今天这下可糟了
[9305.64] 他刚才明明可以杀了我呀
[9307.24] 他的耿鬼也是完全不怂啊
[9309.08] 玩耿鬼
[9309.56] 你玩耿鬼哪也不怂啊
[9310.76] 不怂的
[9311.16] 玩什么耿鬼给机会了啊
[9313.93] 不然真的很难打嘞
[9315.75] 一开始斗龙这里直接金融还加中毒
[9321.86] 还是应该直接这个咆哮加斗龙
[9326.94] 或者鼠鼠加斗龙嘛
[9328.3] 鼠鼠加斗龙
[9329.3] 然后的话强化后面茶和虎
[9332.02] 这样比较好啊
[9333.62] 刚木又走啊
[9334.22] 他不想被踩影
[9335.66] 好换九尾改天气行
[9337.34] 没关系
[9337.82] 九尾的话就比我们快啊
[9339.06] 如果钢兵的话
[9340.06] 我们直接保护一下
[9340.94] 然后就把他定了就行了啊
[9342.8] 这里的他反而再来一次
[9343.92] 我是不是你还挺聪明啊
[9345.04] 再来一次
[9345.44] 我
[9350.06] 我们都保护下他
[9351.06] 就再来一次
[9351.66] 你啊再来一次
[9352.78] 不能再来一次
[9353.38] 再来一次
[9353.96] 那这个唱灭歌嘞
[9357.36] 我们俩都保护一下
[9358.7] 那九尾就可以再来一次牛蛙呀
[9360.46] 他说他也是玩再来一次的这种
[9362.2] 他懂你再来一次啊
[9363.4] 这边抛走
[9370.34] 啊这边切咆哮虎没血了
[9372.14] 咆哮虎
[9372.86] 然后这里
[9376.169] 定一下不能让他走啊
[9377.809] 定一下这个跑酒不能让他走了
[9380.009] 然后再把这两个拖死
[9381.489] 结尾也吹暴风雪的话呃
[9384.18] 吹不死咆哮虎吧
[9385.24] 吹不死咆哮虎
[9386.3] 现在都是三个人的
[9387.34] 都是三个人
[9388.12] 他上的就是耿鬼钢冰
[9391.24] 九尾肯定上唉
[9393.65] 这个我觉得斗龙还是可以打的
[9395.05] 斗龙直接走斗龙模式是没问题的
[9397.01] 九尾的话威胁不大
[9398.55] 九尾自己也是玩
[9399.73] 再来一次定身法的好
[9402.35] 丁身法不要让耿鬼跑了啊
[9404.43] 不要让跑酒跑了
[9405.43] 他抛讲话跑不走的
[9406.76] 这里背和两次
[9407.72] 他也杀不了我们的耿鬼的
[9409.24] 不用担心啊
[9409.92] 他再来一次
[9410.48] 我再来一次耿鬼的位置啊
[9412.24] 可以再来一次肯鬼
[9413.86] 如果你唱灭歌
[9414.58] 他也是再来一次
[9415.22] 这边那对面不能抛
[9419.92] 哎那我来抛
[9428.56] 这边再来一次了
[9429.6] 定身法啊
[9432.08] 我们再抛出耿鬼就好了
[9436.46] 然后切个雨天
[9439.74] 九尾定身法啊
[9440.82] 你看他想定
[9442.02] 我又闪冲锋没问题
[9445.48] 咆哮
[9446.06] 我现在不能抛啊
[9446.98] 他只能打
[9448.3] 完全没伤害
[9449.3] 不用管他
[9451.56] 哎呀
[9452.04] 还烧伤啊
[9452.8] 刚那个中毒
[9453.52] 斗龙中毒
[9454.16] 这又烧伤
[9455.06] 问题不大啊
[9456.1] 把这俩拖死
[9458.12] 这个九尾就是保护再来四人法呀
[9460.36] 他只要配耿鬼都还是不错的
[9462.63] 我想一下要不要加个九尾进去
[9464.43] 我没玩过这个九尾啊
[9465.77] 我试过很多人试过
[9467.51] 水箭龟啊
[9468.07] 快龙等等
[9468.67] 很多人都试过呃
[9470.26] 九尾的话没试过
[9471.3] 但九尾的话
[9472.06] 其实除了速度109种族比较快一点
[9475.31] 剩下的没什么优势啊
[9476.95] 你那个雪天也没啥屁用
[9478.79] 也没什么联防
[9482.82] 然后这里的话台湾九尾用的定身法呀
[9495.86] 我想把这个九给干了
[9498.59] 点了以后
[9499.35] 然后到最后刚毕
[9500.19] 我们再唱灭歌嘛
[9501.07] 哦九尾很聪明啊
[9502.21] 九尾非常聪明
[9503.15] 他保护一下嗯
[9506.06] 哦咆哮
[9507.02] 我也保护一下
[9508.3] 那你着了呀
[9509.46] 咆哮
[9509.74] 我兄弟
[9513.08] 咆哮
[9513.56] 我也保护一下
[9514.32] 那让他一辈子保护吧
[9515.9] 这九尾很聪明啊
[9517.2] 我要集火九尾
[9518.26] 因为打死九尾以后
[9519.36] 他钢兵
[9519.8] 然后我们唱歌就完事了啊
[9521.63] 刚才他给机会
[9522.79] 让我们有三个人
[9524.05] 真是后患无穷
[9525.35] 如果我是两个人的话
[9526.11] 我早就玩不了了
[9528.02] 这里九尾的话肯定要定我们的气象球是吧
[9530.6] 刚才我点气象球嘛
[9531.82] 他肯定要定我气象球
[9534.83] 那我们就直接唱歌
[9535.95] 然后再来一次咆哮虎
[9539.43] 是吧
[9539.67] 他要定就定
[9543.38] 九尾他是宝宝
[9544.34] 看下情况
[9544.92] 然后来定你的技能好
[9546.86] 这里唱歌啊
[9547.96] 结尾是肯定被拖入灭了
[9549.78] 九尾这输出完全没有
[9551.08] 不用管他
[9553.85] 好D你看定我们气象球
[9555.45] 他怕被集火
[9556.43] 我本来想杀了九尾
[9557.79] 然后把后面两个唱死的
[9559.11] 那他这么刚才怂了一下
[9560.35] 就很聪明啊
[9561.19] 这样的话这个咆哮虎可就跑不了了
[9563.43] 咆哮五抛弃我要被定了
[9565.57] 然后现在只能一辈子保护啊
[9566.89] 这是好事
[9567.79] 朋友保护不了嘞
[9569.31] 你这要糟了吧
[9574.42] 朋友定身法解除了
[9575.74] 不过咆哮虎的再来一次
[9577.02] 要一辈子保护啊
[9578.3] 然后他就会死在这里
[9584.66] 保护一下
[9585.84] 然后这边接咆哮虎
[9587.5] 你是不是要再来一次啊
[9588.84] 哎这个九尾真烦得很
[9593.84] 再来一次不能再来一次
[9595.04] 我们的再来一次啊
[9599.7] 九尾应该是加满血和速度
[9601.9] 然后给你玩个定身法
[9603.5] 他速度确实快
[9604.3] 面对地龙还可以出个暴风雪
[9605.7] 你别说九尾还是有九尾的好处啊
[9607.89] 我也试试九尾这个水箭龟的话就是快速折返嘛
[9610.85] 记账骑快速折返这种
[9612.53] 然后哈欠保护啥的都行
[9614.77] 水箭龟
[9616] 我试过水箭龟
[9617.32] 水箭龟嗯也不太得行啊
[9620.25] 还得是鼠鼠鼠鼠
[9621.47] 因为有队友守护更重要一些
[9623.23] 水晶龟也就提供个击掌奇袭的作用
[9626.52] 就是你不敢威吓钢兵的时候
[9628.24] 你就上个水箭龟也没啥问题
[9630.84] 我们保护一下
[9631.4] 你九尾要定就定吧
[9632.36] 你九尾来回就那么点技能好
[9635.27] 结果又怂
[9635.71] 你看他又开始怂啊
[9637.11] 就跟你在这搞
[9637.83] 然后等我想定你或者啥的
[9639.57] 你都要灭哥了
[9640.59] 你还在这搞这些
[9643.82] 灭歌马上就结束了
[9646.22] 咆哮一辈子去保护啊
[9647.34] 他怂不了
[9650.46] 看对面咆哮虎再来一次
[9652.66] 还有一回合
[9653.4] 灭哥还有两回合
[9654.46] 那我们要继续反上
[9656.02] 牛蛙
[9656.46] 继续给他再来一次啊
[9657.42] 给他续上
[9658.29] 他的九尾是不可能定我们刚上场的精灵啊
[9661.05] 然后这里就像牛蛙给他续上
[9662.99] 然后这边抛的话
[9664.25] 抛这个九尾九尾刚才保护过了
[9666.01] 这里很尴尬
[9666.92] 他这里不能再保护了
[9668.58] 然后再抛出耿鬼来把影子踩住就可以了
[9673.52] 只要拖死这两个最后的钢兵就简单了啊
[9679.06] 牛蛙的血量还非常健康
[9680.66] 虽然被烧伤了
[9681.6] 好的跑球有保护啊
[9682.98] 没问题
[9683.72] 但九尾刚才保护过了
[9686.32] 他崩五血没问题
[9687.6] 只要不冰冻就可以
[9689.1] 没有击中刘邦
[9691.64] 击中了咆哮
[9692.2] 我没伤害啊
[9693.919] 这九尾暴风雪应该是能吹死地龙的
[9696.459] 毕竟四倍克制
[9697.99] 然后再反上这个耿鬼好友
[9700.65] 他说我我抛自己
[9701.69] 我也要抛走
[9702.33] 不好意思
[9702.93] 不会让你抛走的
[9703.89] 继续再来一次
[9704.83] 让他一辈子去保护啊
[9706.71] 你刚才喜欢保护就去保护吧
[9708.66] 如果他喜欢抛的话
[9709.9] 我们就先把他定住啊
[9711.22] 不要让他抛走了
[9714.17] 你要把他放跑的话
[9715.45] 等会就不好就麻烦了啊
[9717.01] 他袍袖和和钢笔的话
[9718.69] 两个人就麻烦
[9720.72] 那灭哥
[9721.4] 还有最后一回合
[9722.46] 跑友说我保再来一次结束我
[9724.8] 我要那个什么
[9725.84] 那不可能让你那个啥
[9733.78] 不可能让你跑酒跑的
[9737.11] 然后这边再切上我们的咆哮虎啊
[9740.71] 等会拍住这个钢兵
[9741.99] 然后唱灭歌就完了嘛
[9746.64] 再来一次
[9747.42] 然后这边切咆哮虎
[9749] 等我去拍住钢兵唱最后一轮灭歌啊
[9755.48] 打九尾点
[9756.32] 啥都不重要
[9764.98] 只有暴风雪没有击中流吧
[9768.86] 没有击中咆哮虎
[9769.74] 那击中咆哮也没伤害啊
[9770.86] 不用管他
[9771.58] 那这边再来一次
[9773.91] 这样的话咆哮他就不能走啊
[9775.77] 这两个就被唱死了
[9777.03] 下回合拍住钢笔
[9778.19] 然后唱灭哥
[9778.87] 他是灭歌玩家
[9779.71] 他也懂啊
[9780.57] 他说一开始没有杀了你
[9782.56] 你看他没有杀了我们咆哮虎
[9784.38] 我就这么一个残血的在这给他搞半天
[9786.92] 把他给搞死了
[9789.1] 好真后患无穷啊
[9790.3] 刚才耿鬼我也不知道他的梗
[9791.5] 为什么不怂啊
[9794.6] 杀了他耿鬼以后
[9795.72] 他这边就不好打了
[9797.8] 给不给机会啊
[9798.8] 一开始主要是斗龙没有强化起来
[9800.8] 还是应该换一个斗罗模式
[9802.44] 直接打就行了
[9803.12] 那这里排除唱灭歌就结束了
[9804.86] 击掌奇灭歌
[9805.92] 然后保护保护保护啊
[9809.2] 聂哥啊
[9811.32] 机长没有任何悬念啊
[9823.18] 结束了啊
[9825.1] 机长
[9827.82] 他上的就是钢兵耿鬼咆959尾嗯
[9831.879] 钢钉
[9832.619] 其实钢冰咆哮虎和这个这个耿鬼
[9835.599] 他都是弱地面的
[9836.679] 弱这个地龙
[9837.479] 不过他有九尾去打这个地龙
[9839.219] 就这个意思
[9841.53] 他就这样一个这个思路也是很不错的啊
[9844.27] 带这个九尾的
[9848.22] 我看到对面就点了啊
[9849.8] 灭哥内战还是选下面四只比较好
[9852.66] 不要选耿鬼了
